,bedroomcnt,bathroomcnt,calculatedfinishedsquarefeet,yearbuilt,fips,regionidzip,tax_value_2016,tax_amount_2016,tax_value,tax_amount
25088,5.0,4.0,3242.0,1980.0,6037.0,96336.0,943000.0,11797.56,1031000.0,11797.56
25089,5.0,4.5,3415.0,2000.0,6111.0,97118.0,1070000.0,11812.0,1086317.0,12030.44
25090,3.0,1.0,1404.0,1948.0,6037.0,96113.0,50339.0,1092.4,51105.0,1092.4
25091,3.0,2.0,1386.0,1954.0,6037.0,96172.0,364298.0,4538.99,369852.0,4538.99
25092,2.0,2.0,1621.0,1943.0,6037.0,96242.0,543000.0,7012.06,588000.0,7012.06
25093,3.0,3.0,2003.0,1975.0,6037.0,96116.0,1623727.0,19471.11,1648488.0,19471.11
25094,3.0,2.5,2032.0,1994.0,6059.0,96993.0,594300.0,10383.92,730980.0,10383.92
25095,4.0,3.0,1440.0,1947.0,6037.0,97323.0,188900.0,2578.0,216000.0,2578.0
25096,5.0,2.0,2233.0,1961.0,6037.0,96354.0,442620.0,5539.54,449369.0,5539.54
25097,3.0,3.5,3648.0,1981.0,6059.0,96961.0,1127071.0,12901.0,1144258.0,12901.0
25098,4.0,2.5,2441.0,1965.0,6059.0,96965.0,95480.0,1312.6,96936.0,1312.6
25099,4.0,2.0,1742.0,1995.0,6037.0,97318.0,199000.0,3453.02,220189.0,3453.02
25100,3.0,2.0,1238.0,1962.0,6037.0,96374.0,316082.0,4415.47,320902.0,4415.47
25101,2.0,1.0,1355.0,1978.0,6037.0,97323.0,194500.0,5503.16,197465.0,5503.16
25102,3.0,2.0,1023.0,1937.0,6037.0,96113.0,47399.0,4018.41,282000.0,4018.41
25103,4.0,4.5,4547.0,1994.0,6059.0,97026.0,625428.0,6834.12,634965.0,6834.12
25104,3.0,2.0,1444.0,1939.0,6037.0,96446.0,276436.0,3408.74,280651.0,3408.74
25105,3.0,2.0,1650.0,1964.0,6037.0,96369.0,453555.0,5717.19,460471.0,5717.19
25106,2.0,2.0,1882.0,1996.0,6059.0,96996.0,336198.0,3224.7,341325.0,3224.7
25107,3.0,2.0,1669.0,1957.0,6037.0,96171.0,325644.0,4175.45,330609.0,4175.45
25108,3.0,2.0,1065.0,1925.0,6037.0,96244.0,272172.0,3436.95,276322.0,3436.95
25109,5.0,5.5,5803.0,2005.0,6059.0,97005.0,2406349.0,26902.56,2443045.0,26902.56
25110,3.0,3.0,1745.0,1986.0,6037.0,96505.0,358065.0,4604.1,363524.0,4604.1
25111,3.0,3.0,1620.0,1986.0,6059.0,96989.0,421655.0,4357.48,428085.0,4357.48
25112,5.0,2.0,1512.0,1951.0,6037.0,96364.0,238442.0,2952.92,242078.0,2952.92
25113,3.0,2.0,2535.0,1983.0,6037.0,96492.0,402919.0,5249.76,409062.0,5249.76
25114,2.0,1.0,1015.0,1948.0,6037.0,96217.0,182921.0,2598.33,185710.0,2598.33
25115,5.0,2.0,1869.0,1928.0,6037.0,96028.0,223700.0,3204.26,227110.0,3204.26
25116,5.0,7.0,4428.0,1923.0,6037.0,96086.0,446724.0,5442.57,453536.0,5442.57
25117,2.0,1.0,818.0,1950.0,6037.0,96201.0,45854.0,1029.65,46552.0,1029.65
25118,4.0,2.5,1767.0,1973.0,6059.0,97026.0,666000.0,7154.86,666000.0,7154.86
25119,4.0,5.0,4147.0,1936.0,6037.0,96410.0,902302.0,11183.22,916061.0,11183.22
25120,2.0,2.0,859.0,1924.0,6037.0,96330.0,118272.0,1489.05,120075.0,1489.05
25121,2.0,1.0,1423.0,1952.0,6059.0,96181.0,50699.0,833.22,51472.0,833.22
25122,3.0,1.0,1149.0,1955.0,6037.0,96193.0,346084.0,4577.49,351361.0,4577.49
25123,3.0,1.0,1298.0,1957.0,6059.0,96180.0,140803.0,1836.04,142950.0,1836.04
25124,3.0,1.0,952.0,1956.0,6037.0,96044.0,176540.0,2625.81,179231.0,2625.81
25125,2.0,1.0,1014.0,1941.0,6037.0,96091.0,130740.0,2602.31,132732.0,2602.31
25126,3.0,4.0,2872.0,1960.0,6037.0,96086.0,1904584.0,23349.01,1933627.0,23349.01
25127,3.0,1.0,1400.0,1958.0,6037.0,96488.0,209022.0,2705.88,212209.0,2705.88
25128,4.0,3.0,1969.0,1992.0,6037.0,97328.0,192860.0,3247.81,195800.0,3247.81
25129,5.0,3.0,2213.0,1971.0,6111.0,97118.0,92446.0,1342.48,93854.0,1389.4
25130,4.0,2.0,1874.0,1959.0,6037.0,96524.0,232485.0,2951.26,236029.0,2951.26
25131,3.0,2.0,1679.0,1964.0,6037.0,96159.0,182888.0,5433.31,432500.0,5433.31
25132,4.0,2.0,1574.0,1940.0,6037.0,96159.0,49518.0,856.06,50272.0,856.06
25133,3.0,2.5,2336.0,1976.0,6059.0,96967.0,917026.0,10279.64,931010.0,10279.64
25134,3.0,1.0,1197.0,1952.0,6037.0,96092.0,276000.0,4901.28,276000.0,4901.28
25135,3.0,2.0,1525.0,1956.0,6037.0,96106.0,395000.0,5382.28,438000.0,5382.28
25136,3.0,2.0,1526.0,1953.0,6037.0,96095.0,387480.0,5125.27,393388.0,5125.27
25137,4.0,3.0,2892.0,1987.0,6037.0,96373.0,544000.0,7680.62,544000.0,7680.62
25138,3.0,3.0,2243.0,1967.0,6037.0,96271.0,348198.0,5029.52,353507.0,5029.52
25139,2.0,1.0,912.0,1950.0,6037.0,96013.0,37894.0,632.86,38470.0,632.86
25140,3.0,2.0,1224.0,1946.0,6037.0,96464.0,242455.0,3162.79,246151.0,3162.79
25141,4.0,2.0,1382.0,1975.0,6059.0,97026.0,429411.0,6137.12,567524.0,6137.12
25142,3.0,2.0,1337.0,1969.0,6059.0,96967.0,723249.0,8164.6,734278.0,8164.6
25143,3.0,3.0,2588.0,1980.0,6037.0,96494.0,611384.0,7231.03,620707.0,7231.03
25144,3.0,3.5,3050.0,1991.0,6059.0,97078.0,1200000.0,14415.66,1287000.0,14415.66
25145,4.0,3.0,2814.0,1976.0,6059.0,96962.0,763334.0,8160.04,774974.0,8160.04
25146,3.0,2.5,2051.0,1964.0,6059.0,97041.0,470060.0,5440.12,477228.0,5440.12
25147,3.0,2.0,1085.0,1986.0,6037.0,97328.0,168300.0,3111.71,178000.0,3111.71
25148,3.0,2.0,1525.0,1956.0,6037.0,96364.0,325363.0,4080.43,330324.0,4080.43
25149,2.0,1.0,851.0,1939.0,6037.0,96446.0,206860.0,2619.65,210014.0,2619.65
25150,3.0,1.0,1508.0,1938.0,6037.0,96449.0,266136.0,3283.42,270193.0,3283.42
25151,3.0,2.5,2904.0,1985.0,6111.0,96351.0,991860.0,10918.42,1025563.0,11313.54
25152,4.0,2.0,1637.0,1961.0,6059.0,96185.0,58238.0,918.34,59126.0,918.34
25153,5.0,4.5,3567.0,1996.0,6059.0,96966.0,1155437.0,13034.4,1173057.0,13034.4
25154,5.0,3.0,2923.0,1995.0,6037.0,96513.0,413783.0,5220.54,420092.0,5220.54
25155,3.0,2.0,1296.0,1963.0,6059.0,97016.0,305994.0,4205.62,349500.0,4205.62
25156,3.0,3.0,2472.0,1990.0,6059.0,96989.0,769000.0,7800.46,769000.0,7800.46
25157,4.0,2.0,1086.0,1954.0,6037.0,96090.0,111517.0,2299.2,113216.0,2299.2
25158,4.0,3.0,1767.0,1992.0,6037.0,97329.0,237000.0,4229.09,267316.0,4229.09
25159,6.0,3.0,2546.0,1968.0,6037.0,96378.0,216699.0,3442.59,220003.0,3442.59
25160,4.0,3.0,2130.0,1995.0,6037.0,96373.0,383641.0,5823.8,389491.0,5823.8
25161,4.0,3.5,3846.0,1994.0,6059.0,96989.0,1067833.0,11084.08,1084117.0,11084.08
25162,3.0,3.0,2062.0,1972.0,6059.0,96987.0,600933.0,6192.46,610097.0,6192.46
25163,2.0,1.0,736.0,,6037.0,96092.0,20965.0,989.53,21283.0,989.53
25164,5.0,3.0,2876.0,1995.0,6059.0,96993.0,366848.0,6284.6,372442.0,6284.6
25165,3.0,3.0,2648.0,1951.0,6037.0,96247.0,170988.0,2279.64,173595.0,2279.64
25166,3.0,2.5,2248.0,1990.0,6059.0,96987.0,739342.0,7543.58,750616.0,7543.58
25167,2.0,2.5,1359.0,1983.0,6059.0,97023.0,199254.0,2559.6,202292.0,2559.6
25168,3.0,2.0,1662.0,1957.0,6111.0,97101.0,294649.0,3622.84,299140.0,3585.1
25169,2.0,2.0,1100.0,1945.0,6037.0,96120.0,380918.0,4645.63,386726.0,4645.63
25170,3.0,2.0,1858.0,1957.0,6037.0,96369.0,75226.0,1069.66,76373.0,1069.66
25171,4.0,3.0,3551.0,2000.0,6037.0,96284.0,739000.0,9254.63,750269.0,9254.63
25172,4.0,3.0,2403.0,1988.0,6037.0,96403.0,386685.0,5742.78,392581.0,5742.78
25173,5.0,2.0,1796.0,1887.0,6037.0,96523.0,53810.0,917.45,54630.0,917.45
25174,3.0,1.0,1210.0,1948.0,6037.0,96091.0,140122.0,2916.67,142258.0,2916.67
25175,3.0,2.0,1102.0,1951.0,6037.0,96474.0,426045.0,5305.95,432541.0,5305.95
25176,3.0,3.0,2459.0,1990.0,6059.0,96993.0,434727.0,5427.92,441356.0,5427.92
25177,3.0,3.0,2637.0,1994.0,6059.0,96985.0,454677.0,4854.86,461610.0,4854.86
25178,3.0,3.0,1750.0,1997.0,6037.0,96373.0,467000.0,7261.61,505000.0,7261.61
25179,2.0,2.0,1430.0,1940.0,6037.0,96449.0,460936.0,5826.77,467964.0,5826.77
25180,4.0,2.5,2642.0,1981.0,6059.0,97026.0,812500.0,8861.58,831140.0,8861.58
25181,4.0,3.0,2428.0,1962.0,6059.0,97067.0,369836.0,7869.52,735000.0,7869.52
25182,5.0,4.0,3191.0,2001.0,6059.0,96998.0,601113.0,9958.92,610279.0,9958.92
25183,2.0,1.5,2230.0,1982.0,6111.0,97099.0,1175000.0,13031.72,1192918.0,13103.24
25184,2.0,2.0,1730.0,1936.0,6037.0,96045.0,1074531.0,13161.72,1090916.0,13161.72
25185,3.0,1.5,1508.0,1973.0,6059.0,96967.0,94466.0,1301.52,95906.0,1301.52
25186,4.0,2.5,2590.0,1971.0,6059.0,96964.0,574053.0,6611.46,582807.0,6611.46
25187,5.0,3.0,2223.0,1964.0,6059.0,97043.0,284310.0,3397.28,288645.0,3397.28
25188,1.0,1.0,650.0,1991.0,6037.0,97316.0,67965.0,1703.53,69000.0,1703.53
25189,2.0,2.0,1606.0,1940.0,6037.0,96241.0,381138.0,4606.88,386950.0,4606.88
25190,2.0,2.0,1178.0,1984.0,6037.0,97328.0,131660.0,2479.61,133667.0,2479.61
25191,5.0,2.0,2218.0,1960.0,6037.0,96025.0,405065.0,5475.55,411241.0,5475.55
25192,3.0,2.0,1779.0,1942.0,6037.0,96241.0,621561.0,7503.11,631039.0,7503.11
25193,4.0,4.0,3545.0,1950.0,6037.0,96271.0,2444693.0,27442.8,2481973.0,27442.8
25194,3.0,2.0,1619.0,1959.0,6059.0,97065.0,62611.0,1002.64,63565.0,1002.64
25195,2.0,1.0,822.0,1949.0,6037.0,96104.0,346792.0,4505.98,352079.0,4505.98
25196,4.0,3.0,2824.0,1979.0,6111.0,96351.0,739000.0,8137.02,776000.0,8558.04
25197,4.0,3.0,1685.0,1985.0,6037.0,97329.0,218000.0,4200.4,266502.0,4200.4
25198,4.0,2.0,1222.0,1957.0,6059.0,97041.0,331972.0,3997.28,337034.0,3997.28
25199,3.0,2.5,2123.0,1965.0,6059.0,96978.0,126763.0,1624.5,128696.0,1624.5
25200,3.0,2.0,1624.0,1960.0,6037.0,96325.0,758000.0,8332.78,758000.0,8332.78
25201,3.0,1.0,977.0,1952.0,6037.0,96193.0,362000.0,4798.93,376786.0,4798.93
25202,2.0,1.0,810.0,1953.0,6037.0,96124.0,639601.0,7898.53,649354.0,7898.53
25203,4.0,3.5,3808.0,1961.0,6059.0,96978.0,819832.0,9314.66,832334.0,9314.66
25204,2.0,1.0,1184.0,1950.0,6059.0,97041.0,412864.0,4811.1,419160.0,4811.1
25205,3.0,3.0,2426.0,1951.0,6037.0,96045.0,1149611.0,14093.6,1167141.0,14093.6
25206,3.0,2.0,1287.0,1951.0,6037.0,96364.0,326070.0,4000.08,331041.0,4000.08
25207,3.0,1.0,1658.0,1954.0,6059.0,97023.0,60350.0,951.74,61270.0,951.74
25208,4.0,2.0,1976.0,1958.0,6037.0,96387.0,414067.0,7810.49,625393.0,7810.49
25209,3.0,2.0,1444.0,1974.0,6059.0,96225.0,899080.0,10687.98,912790.0,10687.98
25210,5.0,3.0,2100.0,1975.0,6037.0,96522.0,561713.0,6751.58,570278.0,6751.58
25211,1.0,1.0,702.0,1952.0,6037.0,96338.0,320000.0,4410.37,363000.0,4410.37
25212,5.0,3.0,2895.0,1996.0,6037.0,96395.0,694300.0,10649.37,694300.0,10649.37
25213,4.0,2.5,1896.0,1965.0,6059.0,96947.0,519666.0,5331.12,527590.0,5331.12
25214,3.0,2.0,1296.0,1952.0,6037.0,96212.0,401482.0,5055.7,407603.0,5055.7
25215,4.0,3.0,1901.0,1954.0,6037.0,96121.0,1396237.0,16422.32,1417529.0,16422.32
25216,1.0,1.0,1182.0,1925.0,6037.0,96228.0,40136.0,580.38,40747.0,580.38
25217,3.0,2.0,1607.0,1963.0,6037.0,96475.0,199403.0,2618.17,202443.0,2618.17
25218,4.0,2.0,2189.0,1964.0,6037.0,96522.0,100117.0,1515.73,101643.0,1515.73
25219,4.0,3.0,1621.0,1986.0,6037.0,96398.0,293482.0,4200.58,297957.0,4200.58
25220,3.0,2.0,1686.0,1928.0,6037.0,96028.0,50950.0,745.82,51726.0,745.82
25221,4.0,3.0,3581.0,2002.0,6037.0,96403.0,727100.0,10165.12,727100.0,10165.12
25222,3.0,2.0,1820.0,1969.0,6059.0,96995.0,265960.0,2680.24,270015.0,2680.24
25223,3.0,2.0,1452.0,1959.0,6037.0,96475.0,307573.0,3910.27,312262.0,3910.27
25224,4.0,3.0,2003.0,1968.0,6037.0,96117.0,657098.0,7535.17,667118.0,7535.17
25225,3.0,2.0,1476.0,1961.0,6059.0,96203.0,413091.0,5206.22,419390.0,5206.22
25226,2.0,2.0,1787.0,1954.0,6037.0,96475.0,114782.0,1696.07,116532.0,1696.07
25227,3.0,3.0,2953.0,1950.0,6037.0,96293.0,1728441.0,20087.35,1754799.0,20087.35
25228,5.0,3.5,3299.0,1989.0,6059.0,96971.0,811261.0,8505.24,823632.0,8505.24
25229,4.0,4.5,4231.0,2005.0,6059.0,97024.0,1902818.0,20549.52,1931835.0,20549.52
25230,2.0,2.0,1006.0,1985.0,6037.0,96373.0,370000.0,5213.47,375642.0,5213.47
25231,3.0,2.0,1109.0,1977.0,6111.0,97113.0,279000.0,3014.06,305000.0,3397.56
25232,2.0,1.0,924.0,1923.0,6037.0,96025.0,179446.0,2326.82,182182.0,2326.82
25233,4.0,2.0,1462.0,1954.0,6037.0,96172.0,63593.0,1106.99,64562.0,1106.99
25234,4.0,3.0,3025.0,1977.0,6059.0,97035.0,334629.0,4549.86,339732.0,4549.86
25235,3.0,2.0,1685.0,1961.0,6111.0,97113.0,77676.0,912.8,78860.0,952.16
25236,2.0,1.0,874.0,1923.0,6037.0,95993.0,30549.0,510.6,31014.0,3441.28
25237,4.0,2.0,1718.0,1954.0,6037.0,96161.0,577227.0,6739.47,586029.0,6739.47
25238,3.0,3.0,1730.0,1995.0,6037.0,96220.0,257244.0,3301.59,261166.0,3301.59
25239,3.0,2.0,1655.0,1994.0,6037.0,97330.0,248438.0,3639.12,252225.0,3639.12
25240,2.0,1.0,1008.0,1907.0,6037.0,96014.0,30551.0,455.83,31016.0,455.83
25241,4.0,2.0,1828.0,1957.0,6037.0,96162.0,128856.0,1689.85,130820.0,1689.85
25242,3.0,2.0,1132.0,1954.0,6037.0,96208.0,58090.0,995.19,58975.0,995.19
25243,4.0,2.0,1554.0,1999.0,6037.0,96506.0,360000.0,5219.11,419000.0,5219.11
25244,2.0,1.0,1336.0,1924.0,6037.0,96000.0,137887.0,1860.31,139989.0,1860.31
25245,4.0,4.5,4398.0,2001.0,6059.0,96989.0,1319180.0,13948.66,1339297.0,13948.66
25246,3.0,1.0,1445.0,1922.0,6059.0,97001.0,409844.0,5120.92,416094.0,5120.92
25247,3.0,1.0,1316.0,1910.0,6059.0,97001.0,307383.0,3828.46,312070.0,3828.46
25248,5.0,4.0,3094.0,1935.0,6037.0,96325.0,647160.0,7254.87,657029.0,7254.87
25249,4.0,2.0,2152.0,2004.0,6037.0,97319.0,257000.0,4129.32,272000.0,4129.32
25250,3.0,2.0,1638.0,2005.0,6037.0,96506.0,389700.0,5339.62,436400.0,5339.62
25251,2.0,1.0,825.0,1941.0,6037.0,96515.0,238340.0,3472.64,241974.0,3472.64
25252,4.0,2.0,1164.0,1925.0,6037.0,96412.0,66252.0,854.63,67262.0,854.63
25253,3.0,1.0,1019.0,1950.0,6037.0,96510.0,47273.0,951.66,47993.0,951.66
25254,3.0,2.5,1924.0,1979.0,6059.0,96958.0,452165.0,5470.4,459060.0,5470.4
25255,3.0,2.0,1344.0,1965.0,6059.0,97004.0,207105.0,2613.38,210263.0,2613.38
25256,4.0,3.0,2052.0,1951.0,6037.0,96169.0,439986.0,5694.73,446695.0,5694.73
25257,2.0,1.0,1029.0,1926.0,6037.0,96265.0,504014.0,6079.71,511700.0,6079.71
25258,4.0,3.0,2996.0,1999.0,6037.0,96374.0,426359.0,5994.96,432860.0,5994.96
25259,2.0,1.0,800.0,1942.0,6059.0,96959.0,250750.0,6407.86,548235.0,6407.86
25260,5.0,4.0,2028.0,1947.0,6037.0,96215.0,303024.0,3711.59,307644.0,3711.59
25261,3.0,2.5,1525.0,2003.0,6059.0,96998.0,452139.0,7821.54,459034.0,7821.54
25262,3.0,1.0,1747.0,1923.0,6037.0,96000.0,66456.0,945.67,67468.0,945.67
25263,3.0,1.5,1064.0,1957.0,6111.0,97081.0,369981.0,3971.14,375621.0,4013.48
25264,4.0,3.0,2507.0,2013.0,6059.0,96998.0,749303.0,12381.22,760729.0,12381.22
25265,3.0,2.0,1265.0,1958.0,6111.0,97083.0,379590.0,4434.24,385376.0,4569.92
25266,3.0,2.0,1288.0,1964.0,6037.0,96368.0,66867.0,960.04,67886.0,960.04
25267,3.0,1.0,1116.0,1955.0,6037.0,96368.0,173726.0,2244.36,176375.0,2244.36
25268,0.0,0.0,,,6111.0,96384.0,3161937.0,33566.98,3210155.0,34159.22
25269,3.0,2.0,1438.0,1950.0,6037.0,96193.0,285081.0,3786.21,289428.0,3786.21
25270,2.0,1.0,920.0,1952.0,6111.0,97083.0,81247.0,968.24,82484.0,977.6
25271,5.0,4.5,4396.0,2007.0,6111.0,97118.0,899000.0,9975.72,894000.0,9963.64
25272,3.0,2.0,1815.0,1999.0,6037.0,97318.0,193000.0,3489.58,218000.0,3489.58
25273,4.0,2.0,1352.0,1954.0,6037.0,96370.0,61550.0,875.66,62488.0,875.66
25274,3.0,1.0,1020.0,1946.0,6037.0,96239.0,336000.0,3643.23,270000.0,3643.23
25275,4.0,2.0,2546.0,1912.0,6059.0,97001.0,247277.0,3211.7,263840.0,3211.7
25276,4.0,3.0,2440.0,1972.0,6059.0,96990.0,94954.0,1582.2,96402.0,1582.2
25277,3.0,1.0,891.0,1948.0,6037.0,96208.0,154292.0,2210.52,156644.0,2210.52
25278,4.0,2.0,1867.0,1964.0,6059.0,96958.0,726000.0,8272.08,726000.0,8272.08
25279,4.0,3.0,3389.0,1996.0,6111.0,97099.0,1059252.0,11478.86,1075404.0,11553.42
25280,3.0,2.0,1266.0,1950.0,6037.0,96420.0,661966.0,8152.68,672060.0,8152.68
25281,5.0,4.0,3212.0,1964.0,6037.0,96037.0,902603.0,11128.18,916367.0,11128.18
25282,3.0,2.0,1156.0,1954.0,6059.0,97024.0,212429.0,2680.32,215668.0,2680.32
25283,3.0,2.0,1600.0,1961.0,6037.0,96342.0,91133.0,1320.6,92521.0,1320.6
25284,4.0,3.0,2101.0,1997.0,6059.0,96974.0,660526.0,6739.9,670599.0,6739.9
25285,3.0,2.0,2006.0,1952.0,6037.0,96169.0,532000.0,7013.09,575000.0,7013.09
25286,3.0,2.0,2030.0,1948.0,6059.0,97024.0,90587.0,1373.8,91968.0,1373.8
25287,2.0,1.0,1097.0,1926.0,6037.0,96022.0,267392.0,3270.27,271469.0,3270.27
25288,3.0,3.0,1876.0,1950.0,6037.0,96361.0,392691.0,4836.57,398679.0,4836.57
25289,3.0,1.0,1348.0,1968.0,6111.0,97118.0,406971.0,4783.0,413175.0,4885.18
25290,3.0,2.0,1722.0,1952.0,6059.0,97020.0,509000.0,6468.1,554000.0,6468.1
25291,4.0,3.0,2418.0,1971.0,6059.0,96981.0,1891624.0,20430.26,1920471.0,20430.26
25292,5.0,2.0,1816.0,1965.0,6037.0,96123.0,131716.0,2074.12,133724.0,2074.12
25293,3.0,4.0,2011.0,1946.0,6059.0,96981.0,1057102.0,11537.86,1073222.0,11537.86
25294,2.0,1.0,867.0,1926.0,6037.0,96022.0,517426.0,6279.87,525316.0,6279.87
25295,4.0,2.0,2036.0,1967.0,6037.0,96206.0,86278.0,1252.69,87593.0,1252.69
25296,3.0,3.0,2086.0,1983.0,6059.0,96180.0,281827.0,3420.52,286124.0,3420.52
25297,4.0,2.0,1342.0,1952.0,6059.0,97007.0,208854.0,2633.22,212039.0,2633.22
25298,6.0,7.0,6936.0,1991.0,6037.0,96336.0,1718665.0,20047.73,1744874.0,20047.73
25299,2.0,1.0,1095.0,1947.0,6037.0,96515.0,528348.0,1061.75,51935.0,1061.75
25300,4.0,3.0,1561.0,1987.0,6037.0,97318.0,164000.0,2916.44,171000.0,2916.44
25301,3.0,2.0,1372.0,1962.0,6111.0,97116.0,338012.0,3974.92,343165.0,4064.92
25302,4.0,2.0,1158.0,1954.0,6059.0,97048.0,430000.0,5378.7,436557.0,5378.7
25303,3.0,2.0,1878.0,1934.0,6037.0,96025.0,51150.0,829.24,51930.0,829.24
25304,3.0,1.0,1214.0,1951.0,6037.0,96355.0,390000.0,4844.8,402340.0,4844.8
25305,4.0,2.0,2459.0,1956.0,6037.0,96121.0,143978.0,3041.94,146173.0,3041.94
25306,2.0,2.0,2272.0,1946.0,6037.0,96049.0,917025.0,11429.19,931009.0,11429.19
25307,5.0,4.0,3190.0,1990.0,6037.0,96506.0,710106.0,9067.99,720935.0,9067.99
25308,4.0,2.0,2488.0,1960.0,6037.0,96163.0,545572.0,6437.23,553891.0,6437.23
25309,3.0,1.5,1512.0,1958.0,6059.0,96180.0,250458.0,3062.14,254277.0,3062.14
25310,5.0,4.0,6501.0,1991.0,6059.0,96987.0,1536949.0,16228.44,1560387.0,16228.44
25311,3.0,2.0,1480.0,1959.0,6059.0,96180.0,74879.0,1106.02,76020.0,1106.02
25312,3.0,2.0,1754.0,1955.0,6037.0,96424.0,104601.0,1384.33,106195.0,1384.33
25313,3.0,1.0,1148.0,1948.0,6037.0,96415.0,319339.0,3906.67,324207.0,3906.67
25314,5.0,6.0,5133.0,2005.0,6037.0,96346.0,1487600.0,20786.17,1735000.0,20786.17
25315,3.0,1.0,1457.0,1925.0,6037.0,96087.0,1600000.0,18840.38,1624400.0,18840.38
25316,2.0,2.0,1433.0,1941.0,6037.0,95999.0,247409.0,3116.29,251181.0,3116.29
25317,3.0,2.0,1521.0,1980.0,6037.0,97319.0,206258.0,3184.48,209403.0,3184.48
25318,2.0,1.5,1392.0,1976.0,6059.0,96185.0,86335.0,1289.9,87651.0,1289.9
25319,4.0,2.0,1581.0,1950.0,6037.0,96212.0,346621.0,4309.7,351906.0,4309.7
25320,3.0,1.0,1015.0,1944.0,6037.0,96437.0,550000.0,6188.21,558387.0,6188.21
25321,2.0,1.0,820.0,1950.0,6037.0,96197.0,247503.0,3456.46,252993.0,3456.46
25322,2.0,1.0,1000.0,1964.0,6037.0,96337.0,611987.0,7140.5,621319.0,7140.5
25323,3.0,2.0,1280.0,1952.0,6037.0,96361.0,57472.0,919.07,58348.0,919.07
25324,5.0,3.0,1751.0,1960.0,6037.0,96489.0,492694.0,6829.15,580000.0,6829.15
25325,3.0,2.5,1540.0,1975.0,6059.0,97026.0,388945.0,4425.18,394876.0,4425.18
25326,2.0,2.0,2204.0,1983.0,6059.0,97078.0,730000.0,8694.88,730000.0,8694.88
25327,4.0,4.0,3459.0,1964.0,6037.0,96050.0,2986417.0,36396.28,3031958.0,36396.28
25328,2.0,2.0,1536.0,1973.0,6059.0,97026.0,446780.0,4959.66,453593.0,4959.66
25329,3.0,1.5,1380.0,1951.0,6059.0,97003.0,252919.0,1980.38,156101.0,850.16
25330,4.0,3.0,3781.0,1993.0,6059.0,96987.0,1060779.0,10916.74,1076955.0,10916.74
25331,4.0,2.0,1332.0,1955.0,6037.0,96045.0,522550.0,10703.52,891000.0,10703.52
25332,3.0,3.0,2542.0,1976.0,6059.0,96987.0,839000.0,8638.26,851794.0,8638.26
25333,4.0,2.0,1639.0,1970.0,6111.0,96351.0,332005.0,3510.54,337066.0,3573.72
25334,3.0,2.0,1217.0,1955.0,6037.0,96523.0,57958.0,941.1,58841.0,941.1
25335,5.0,6.0,4115.0,2008.0,6037.0,96271.0,2282262.0,34345.25,2994987.0,34345.25
25336,5.0,2.0,1916.0,1965.0,6111.0,97089.0,539000.0,5767.38,572000.0,6092.86
25337,2.0,1.0,874.0,1940.0,6037.0,96437.0,355333.0,4032.27,360751.0,4032.27
25338,3.0,2.0,1549.0,1951.0,6037.0,96102.0,352059.0,4397.52,357427.0,4397.52
25339,4.0,2.5,2314.0,2014.0,6111.0,97094.0,479975.0,9128.38,496025.0,9677.82
25340,5.0,2.0,1678.0,1952.0,6037.0,97317.0,123972.0,2290.85,125862.0,2290.85
25341,3.0,2.0,1296.0,1957.0,6059.0,97007.0,120618.0,1632.84,122457.0,1632.84
25342,3.0,4.0,3102.0,1961.0,6037.0,96046.0,973000.0,13157.12,1079800.0,13157.12
25343,3.0,2.0,1206.0,1954.0,6037.0,96361.0,307082.0,3908.34,311764.0,3908.34
25344,3.0,2.0,996.0,1923.0,6037.0,96134.0,207814.0,2994.28,210982.0,2994.28
25345,4.0,3.0,3024.0,2007.0,6037.0,97319.0,305700.0,6332.92,315000.0,6332.92
25346,3.0,2.0,1120.0,1955.0,6037.0,96161.0,88895.0,1276.18,90249.0,1276.18
25347,4.0,4.0,2905.0,1935.0,6037.0,96412.0,1430418.0,14831.65,1228451.0,14831.65
25348,2.0,1.0,1189.0,1941.0,6037.0,96127.0,742021.0,43032.33,3600000.0,43032.33
25349,3.0,2.0,1200.0,1984.0,6037.0,97318.0,130636.0,1742.01,132628.0,1742.01
25350,4.0,2.5,2309.0,1998.0,6059.0,96993.0,729829.0,10242.46,740958.0,10242.46
25351,5.0,3.0,2360.0,1964.0,6037.0,96389.0,1041806.0,12954.32,1057693.0,12954.32
25352,4.0,3.0,2273.0,1972.0,6037.0,96346.0,315777.0,4008.59,320592.0,4008.59
25353,4.0,3.0,2285.0,1976.0,6037.0,96206.0,549752.0,6354.1,558135.0,6354.1
25354,4.0,3.5,2861.0,1990.0,6059.0,96225.0,1221491.0,13890.92,1240118.0,13890.92
25355,5.0,3.0,3183.0,1984.0,6059.0,97079.0,429659.0,5377.9,436211.0,5377.9
25356,3.0,2.0,1193.0,1957.0,6037.0,96161.0,93386.0,1262.07,94809.0,1262.07
25357,2.0,1.0,992.0,1950.0,6037.0,96486.0,245101.0,3037.96,248838.0,3037.96
25358,3.0,3.0,1730.0,1978.0,6037.0,96270.0,341437.0,4630.7,346643.0,4630.7
25359,3.0,2.0,1380.0,1959.0,6037.0,96485.0,423291.0,5026.17,429745.0,5026.17
25360,3.0,2.0,1782.0,1953.0,6037.0,96190.0,76657.0,1364.83,77825.0,1364.83
